Name, Identification Number,Country Code,Mutation,Disorder,Professional Exposure,Gender,Age,Age At Diagnosis,Age Of Death,Physician
Roscoe Castille,1168323223775,FI,CNR2,B-Cell Non-Hodgkin Lymphoma;High-Grade;Burkitts Lymphoma Show all 4,Asphalt fumes,M,45,45,100,Miki Poindexter
Shira Zeledon,8570805678340,NE,CLC,Agammaglobulinemia X-Linked Type 2,,F,45,45,100,Rosella Weissman
Adriana Nease,2548141635142,US,CALHM1,Status Asthmaticus;Nocturnal;Beta-2-Adrenoreceptor Agonist;Reduced Response To,,F,45,45,100,Rona Redner
Marlys Brevard,1323313467557,US,IGFBP1,Branchiootic Syndrome 2 Branchiootic Syndrome,Solvents,F,45,45,100,Delisa Sorenson
Lidia Pilon,5052334414126,SD,FLNA,Insulin Resistance;Meconium Ileus In Cystic Fibrosis;Meconium Ileus Show all 4,,F,45,45,100,Val Cusic
Caroline Regan,5488550020313,FI,E2F8,Dystrophinopathies Arrhythmogenic Right Ventricular Cardiomyopathy,Asphalt fumes,M,45,45,100,Tiana WillertRashad Bull
Jennell Cupit,4474321673484,BZ,HCRP1,Vaccinia,Solvents,M,45,45,45,Leonie Flach
Lien Linder,2402845648433,FI,ALOX12,Glycogen Storage Disease Iiib;Glycogen Storage Disease Iiia;Finger Agnosia,Hydrogen sulfide,M,45,45,100,Damion Spang
Angelyn Romito,0572153850040,FI,GORASP2,X-Linked Juvenile Retinoschisis;Familial Hemiplegic Migraine Type 2,Formaldehyde,M,45,45,100,Debi Retherford
Garfield Tooker,3558616134854,CU,FEOM3,Congenital Disorder Of Glycosylation;Type Il;Bipolar Disorder;Congenital Disorder Of Glycosylation Type 1L Show all 4,,F,45,45,100,Gia Hodak
Nicki Nevers,2137408836810,AQ,ANIB10,Bainbridge-Ropers Syndrome,Methylene chloride,F,45,45,100,Todd Stannard
Reggie Tibbetts,7771124346232,CV,ATP2A1,Deafness Onychodystrophy Osteodystrophy And Mental Retardation Syndrome;Pigmented Villonodular Synovitis Villonodular Synovitis,,F,45,45,100,Rolande Troncoso
Sage Amavisca,4101671235644,FI,ERLIN2,Congenital Disorder Of Glycosylation;Type Ip Congenital Disorder Of Glycosylation,Arsenic,F,45,45,100,Sharleen Caswell
Jacquelynn Rosendahl,3386730276780,FI,EPAS1,Dermatitis;Atopic 3;Atopic Dermatitis Dermatitis,,F,45,45,100,Mindy Ringdahl
Cassy Stermer,4667253305162,FI,DHCR24,Neutral Lipid Storage Disease;Lipid Storage Disease Systemic Primary Carnitine Deficiency Disease,13-Butadiene,M,45,45,45,Estela Stricker
Leena Harm,7543304742052,FI,HLA-H,Mucopolysaccharidosis Vi;Mucopolysaccharidosis Type 6;Slowly Progressing;Rapidly Progressing,,M,45,45,100,Abe Miranda
Joan Everitt,0312005021252,FI,DCDC2,Oligodontia-Colorectal Cancer Syndrome;Axin2-Related Attenuated Familial Adenomatous Polyposis;Somatic,,M,45,45,100,Imelda Mciver
Mariella Stermer,3116244541465,RU,ACSM3,Hiv-1,,F,45,45,100,Dionne Cook
Nena Bosworth,2566346555604,PS,CALR3,Congenital Disorder Of Glycosylation Type 1H,Hydrogen sulfide,M,45,45,45,Ute Julio
Thaddeus Macek,0352603880456,MO,HPS5,Alzheimer Disease 12 Alzheimers Disease,Solvents,M,45,45,100,Fatima Bucher
Barton Snipes,3680065410336,US,COX4I1,Complement Component 8 Deficiency Type 1 Complement Component 5 Deficiency,13-Butadiene,F,45,45,100,Melita Clark
Rico Kyllonen,2400025664716,FI,IER3,Multiple Mitochondrial Dysfunctions Syndrome 2,13-Butadiene,M,45,45,100,Von Scharf
Zoe Upshur,6170452236182,IL,FOXJ1,Wilson Disease Menkes Disease,,F,45,45,100,Niki Michelle
Shira Zeledon,5025623237641,FI,AD9,Apolipoprotein A-Ii Deficiency;Familial Renal Amyloidosis Due To Apolipoprotein Aii Variant;Familial Hyperlipidemia,,M,45,45,100,Margene Jung
Miki Poindexter,7687347803635,GH,ADAM11,Acropectoral Syndrome,Asphalt fumes,M,45,45,100,Imelda Mciver
Veta Edinger,7240362536681,FI,FMO2,46Xy Sex Reversal 8;Obesity;Hyperphagia;And Developmental Delay;Modifier Of Show all 4,Asphalt fumes,M,45,45,100,Layne Garica
Abigail Hazan,8732703827066,FI,CEP152,Breast And Colorectal Cancer Colorectal Cancer,13-Butadiene,F,45,45,100,Delorse Holquin
Adriana Helt,5802218545310,FI,APOPT1,Breast Cancer,,M,45,45,100,Elin Lemieux
Imelda Mciver,7534821457702,NR,LDHA,Huntingtons Disease,Asphalt fumes,F,45,45,100,Wanda Martines
Skye Verdin,3113607680484,TF,ANON1,Post-Traumatic Stress Disorder;Carpal Tunnel Syndrome;Sudden Infant Death Syndrome,,M,45,45,45,Elanor Brunet
Shira Zeledon,7745625620544,FI,IRS4,Dependent Personality Disorder,Chromium,M,45,45,100,Reed Ehlert
Ismael Mcfaul,6203760286241,US,ARHGEF1,Alopecia Mental Retardation Syndrome 1,Formaldehyde,M,45,45,100,Doreen Mcbean
Kallie Hedge,3361853138716,YE,BMPR2,Basal Cell Carcinoma 5 Basal Cell Carcinoma,Toluene,M,45,45,100,Lauretta Depriest
Jon Hardaway,4215183184062,BH,LARGE,Brain Cancer,Chromium,F,45,45,45,Isabelle Wassink
Paulene Vandervoort,2834413284280,BE,IFI30,Salpingo-Oophoritis;Acute Salpingitis,,F,45,45,100,Carter Bergman
Shana Mayoral,2627566421613,FI,CLDN10,Beukes Familial Hip Dysplasia;Renal Carcinoma;Chromophobe;Somatic;Primary Spontaneous Pneumothorax,,F,45,45,100,Prudence Mccorvey
Imelda Mciver,3132450833071,LC,HACE1,Oligoarticular Juvenile Arthritis Polyarticular Onset Juvenile Idiopathic Arthritis,,F,45,45,100,Iesha Mcmahon
Cassi Camacho,7558758158233,LA,CTPP,Osteoporosis,,M,45,45,100,Dannie Pantano
Cara Shelton,0147805442786,BB,ABRA,Epileptic Encephalopathy;Early Infantile;8;Arhgef9-Related Hyperekplexia Hyperekplexia,Beryllium,F,45,45,100,Shari Amezquita
Lavonne Rosebrook,2438115568561,MV,CASP12,Prostate Carcinoma In Situ,Methylene chloride,M,45,45,100,Winter Weisser
Prudence Mccorvey,8401277863744,FI,HYPLIP2,Autoimmune Disease 2 Scoliosis;Idiopathic 2,Solvents,M,45,45,100,Grisel Failla
Dannie Pantano,6183183272385,GR,IFNGR1,Breast And Colorectal Cancer Colorectal Cancer,,M,45,45,100,Rona Redner
Cecil Chiles,2312520084808,GY,KLK15,Laryngitis,,F,45,45,100,Tamika Liss
Gabriel Devall,5126203288587,GP,ALDH16A1,Essential Hypertension Hypertension,,M,45,45,100,Cassi Camacho
Kathaleen Soderquist,3337475081813,CH,CEACAM7,Colon Cancer,,F,45,45,100,Page Blanke
Shira Zeledon,8140611588201,PG,IMPACT,Bazex-Dupre-Christol Syndrome,,M,45,45,100,Elisa Gose
Shirleen Schrom,6503004010708,RU,KCNJ8,Slowed Nerve Conduction Velocity;Ad,Formaldehyde,F,45,45,100,Vada GlickErma Rybak
Aliza Pauli,0655486307075,FI,GRIN2B,Asparagine Synthetase Deficiency,Diesel exhaust,M,45,45,100,Barton Snipes
Selene Mcgavock,6471503127726,NG,DDIT4L,Myositis Ossificans;Bmp1-Related Osteogenesis Imperfecta;Osteogenesis Imperfecta Type Xiii,,M,45,45,100,Verdell Bulman
Viviana Millner,1418530740513,RU,GBP3,Leukemia/lymphoma;B-Cell;3;Chronic Lymphocytic Leukemia,,F,45,45,100,Isabelle Gramling
Modesto Lonergan,7672456660824,PK,ERVW-1,Acetyl-Coa Carboxylase Deficiency;Multiple Carboxylase Deficiency Biotin Deficiency,Hydrogen sulfide,M,45,45,100,Leonie Flach
Bess Musil,6705477808605,US,DLEC1,Down Syndrome,Lead,M,45,45,100,Lyn Vansant
Lynell Degen,4186732767866,FI,GNAT1,Alzheimers Disease,,M,45,45,100,Luisa Spainhour
Jill Hinesley,0005571581211,CV,FECHP1,Essential Hypertension Hypertension,Hydrogen sulfide,F,45,45,100,Gabriel Devall
Rona Redner,7201140188122,PG,CCL27,Breast Cancer ,Metals toxic,F,45,45,45,Lexie Gillins
Marguerite Taliaferro,6528671538637,FI,ATXN7,Acute Transverse Myelitis;Idiopathic Acute Transverse Myelitis;Neuromyelitis Optica Spectrum Disorder,,M,45,45,100,Roxane Digby
Dianna Bolen,0626876804418,FI,ALDH9A1,Dermatitis;Atopic 6;Atopic Dermatitis Dermatitis,,F,45,45,100,Chere Serfass
Mauro Aliff,5738545563477,FI,FBLN2,Infertility Male Infertility,Toluene,M,45,45,100,Rodger Luongo
Rosalie Sellers,2852165012458,FJ,DECR1,Systemic Lupus Erythematosus,Chromium,M,45,45,100,Otelia Vreeland
Brenda RubinoJona Goldsmith,2263475325440,DM,IPP,Renal Tubular Dysgenesis;Familial Hypertension;Pre-Eclampsia,Hydrogen sulfide,F,45,45,100,Rico Kyllonen
Aide Holmgren,3242727371835,FI,CCDC130,Skin Lipoma,,M,45,45,100,Ute Bufkin
Lilla Schreffler,7504615480180,US,GPR182,Epidemic Pleurodynia;Autoimmune Autonomic Ganglionopathy;Chronic Pain,Methylene chloride,F,45,45,100,Iesha Mcmahon
Liza Sweatman,2738560674674,FI,FOXJ1,Acute Myeloid Leukemia;Leukemia Shwachman-Diamond Syndrome,,M,45,45,100,Celestine Bird
Giuseppina Krell,1702532648744,US,EIF4A1P1,Acute Myeloid Leukemia Hypoxia,Beryllium,M,45,45,100,Nakia Amaro
Corinne Garzon,0704603575443,US,CHGA,MHC,,M,45,45,100,Cecil Chiles
Isabelle Wassink,5056307345366,CR,EGF,Salpingo-Oophoritis;Acute Salpingitis,,F,45,45,100,Luetta Ta
Krissy Dow,1886521622623,US,CFTR,Surfactant Metabolism Dysfunction;Pulmonary;3;Abca3-Related Pulmonary Surfactant Metabolism Dysfunction;Surfactant Dysfunction,,M,45,45,100,Portia Frausto
Cary Wenrich,1162518188015,NI,CBLN3,Methylmalonic Aciduria And Homocystinuria Type Cble;Methylmalonic Aciduria And Homocystinuria Type Cblg;Megaloblastic Anemia-1;Norwegian Type,,M,45,45,100,Estela Stricker
Emelina Kappler,4262167537855,ZA,HHIP,Hyperargininemia,,M,45,45,100,Edwin Boettger
Mirna Cervantez,2386870127821,BM,KDM6A,Squamous Cell Carcinoma Of The Head And Neck,Lead,F,45,45,100,Gabriel Devall
Mirna Cervantez,1112333370454,FI,COL5A1,Basal Cell Carcinoma 5 Basal Cell Carcinoma,Formaldehyde,M,45,45,100,Delorse Holquin
Inell Dillman,0328857731868,UY,HOPX,Hypermethioninemia;Purine Nucleoside Phosphorylase Deficiency;Adenosine Deaminase Deficiency Show all 4,13-Butadiene,F,45,45,100,Carie Senecal
Enid Lague,4878205370242,FI,DSCR10,Alzheimers Disease Alzheimer Disease 8,Metals toxic,M,45,45,45,Otelia Vreeland
Courtney Capozzoli,0481616437404,AM,HNRNPU,Chronic Lymphocytic Leukemia,Asphalt fumes,M,45,45,100,Boyce Filler
Lashawnda Reaux,4816114002348,US,IGFL1,Severe Acute Respiratory Syndrome;Non-Hodgkin Lymphoma Chronic Myeloid Leukemia,Beryllium,M,45,45,100,Tyron Leija
Elton Fisch,8745177503101,FI,ADIPQTL5,Breast Cancer,,F,45,45,100,Shonna Mixer
Barbra Baumeister,1234622777662,MF,DNM1,Breast Cancer,,M,45,45,100,Dale Mccorkle
Florencio Poudrier,6848131245618,FI,ENSG00000234058,Hypermethioninemia;Purine Nucleoside Phosphorylase Deficiency;Adenosine Deaminase Deficiency Show all 4,Lead,M,45,45,45,Lien Linder
Tamika Grange,3864510603350,FI,CAMPD1,Priapism,Arsenic,F,45,45,100,Echo Roeder
Talitha Machado,8024815434663,FI,KPNA2,Myopathy;Actin;Congenital;With Excess Of Thin Myofilaments;Nemaline Myopathy 3;Intranuclear Rod Myopathy,13-Butadiene,M,45,45,100,Marcelina Crume
Zoe Upshur,1125788088100,US,HYI,Mitochondrial Dna Depletion Syndrome 7;Ophthalmoplegia;Hereditary Ataxia,,M,45,45,100,Mariam Reneau
Noemi Gayles,6677847761217,LB,EPHA2,Acrocallosal Syndrome;Joubert Syndrome 12 Hydrolethalus Syndrome 2,Beryllium,M,45,45,45,Donald Silvia
Leena Harm,8287518675735,LS,DNM2,Leukemia;Acute Lymphoblastic 3;Acute Lymphoblastic Leukemia Chronic Neutrophilic Leukemia,,F,45,45,100,Leonila Verrier
Franchesca Ramer,1241238815433,BI,FTO,Syringomyelia,Metals toxic,F,45,45,100,Isabelle Gramling
Cecilia Muraoka,6127710865475,US,COQ9,Leukemia;Acute Myeloid;With Eosinophilia Leukemia,Diesel exhaust,M,45,45,100,Violeta Allsup
Emelina Kappler,7052707175505,PE,LBR,Burkitts Lymphoma,,F,45,45,100,Odette Korth
Bobbi Wilmes,4256821611358,HU,EPB41L3,Prostate Cancer;Pancreatic Cancer;Ovarian Cystadenoma,,M,45,45,100,Margeret Heims
Shana Mayoral,0560742123604,RU,ABCC11,Hepatocellular Carcinoma,,M,45,45,100,Cora Pond
Dannielle Heffley,0213434703004,KZ,BMPR2,Mosaic Variegated Aneuploidy Syndrome 1,Asphalt fumes,F,45,45,100,Bart Trott
Antonetta Osier,5171557424358,UY,ATP8B1,Dystonia 24,,M,45,45,100,Roxana Monier
Misha Sanmiguel,5780015537030,KZ,AKR1B10,Renal Dysplasia;Cystic Renal Dysplasia,Chromium,M,45,45,100,Courtney Capozzoli
Jacquelynn Rosendahl,6213878614221,VA,CIDEC,Glioblastoma Gastroschisis,,F,45,45,100,Zane Mellin
Shana Mayoral,5370725713383,FI,CPSF4,Lennox-Gastaut Syndrome,,M,45,45,100,Earl Caddell
Beatrice Brice,0373114485344,FI,ALG6,Uterine Corpus Cancer,Toluene,M,45,45,100,Dusti Molinari
Victoria Dame,2657778350440,ME,CD7,Lung Squamous Cell Carcinoma,,F,45,45,100,Dominga Schuldt
Bennie Bolles,3855816158341,FI,GRXCR2,Meckel Syndrome 9;B9D1-Related Meckel Syndrome;Meckel Syndrome 1,,M,45,45,45,Reggie Tibbetts
Maida SpiekerBridget Greenwell,6561716334475,US,CKB,Adult Neuronal Ceroid Lipofuscinosis;Mitochondrial Complex V Deficiency;Renal Oncocytoma Show all 4,,F,45,45,100,Hermelinda Faw
Selene Mcgavock,4761476026731,FI,EIF2B2,Alzheimers Disease Bipolar Disorder,Toluene,M,45,45,100,Nicki Nevers
Otelia Vreeland,0485422483707,US,GRIA1,Albinism Deafness Syndrome,,F,45,45,100,Reed Ehlert
Louetta Bonds,1838664053635,MG,CKAP4,Tn Polyagglutination Syndrome;Somatic Iga Glomerulonephritis,Chromium,M,45,45,100,Cara Shelton
Honey Mcarthur,0881716011580,QA,IDS,Alzheimer Disease-13 Alzheimers Disease,,F,45,45,45,Shirleen Schrom
Theodore Kincer,0808876802044,PG,CCDC102A,Atrial Fibrillation;Familial;12;Coronary Artery Vasospasm;Cantu Syndrome,,F,45,45,45,Vikki Lamere
Noelle Goley,5710051146404,BQ,AD8,Imperforate Anus Intestinal Atresia,,M,45,45,100,Orville Stainback
Debroah Ellzey,4855164444803,FI,FOXM1,Low Gamma-Gt Familial Intrahepatic Cholestasis;Benign Recurrent Intrahepatic Cholestasis,,F,45,45,100,Deadra Yao
Noelle Stubblefield,4753615604112,RU,CBY1,Rigidity And Multifocal Seizure Syndrome;Lethal Neonatal;Breast Cancer Ataxia Telangiectasia,,M,45,45,45,Trinh Lacasse
Rena HeggMelina Seiter,1813281051201,SO,GBD3,Mn1;Acute Leukemia;Acute Myeloid Leukemia,,M,45,45,100,Gaylene Mcneese
Maisie Matinez,1036741534606,SD,AASTH6,Aortic Coarctation;Chagas Disease;Neuroepithelioma,Metals toxic,M,45,45,45,Genna Worster
Olympia Swartwood,7441520564763,BR,CYP19A1,Hereditary Spherocytosis;8P11.2 Deletion Syndrome;Ank1-Related Spherocytosis Show all 4,,M,45,45,100,Zelda Hadaway
Corinne Garzon,8513861705364,BY,ABCG2,Aortic Aneurysm;Familial Abdominal 2;Aneurysm Aortic Aneurysm,,M,45,45,100,Zane Mellin
Lyman Slavin,4015660500004,FI,ENSG00000237165,Human Granulocytic Anaplasmosis,Metals toxic,F,45,45,100,Hai Sholes
Bernardo Beno,8717054784244,PA,AGPAT9,Osteopathia Striata Cranial Sclerosis Wilms Tumor,Formaldehyde,M,45,45,100,Joan Everitt
Adolph Kerwin,5531050266521,NG,ALMS1,Aneurysm;Familial Abdominal 3 Aneurysm,,F,45,45,100,Kenyatta Marksberry
Rafael Alderson,6806111018060,BO,B3GALT2,Reversible Cerebral Vasoconstriction Syndrome;Cannabis Abuse;Memory Impairment,Metals toxic,F,45,45,100,Lexie Gillins
Phillis SolizCrissy Mcclinton,8163101184056,US,AD8,Monilethrix,,F,45,45,100,Cecil Chiles
Rosio Sivils,3405068560040,GU,ANCR,Dyskinesia Of Esophagus;Gastric Outlet Obstruction;Hiatus Hernia,,M,45,45,100,Olympia Carmack
Jodee Miyamoto,3382700667261,LS,ANKK1,Blepharitis,,F,45,45,100,Ann Bober
Val Cusic,6372085774631,FI,CELF4,Multifocal Fibrosclerosis;Autoimmune Retinopathy;Osteopetrosis;Autosomal Recessive 3;With Renal Tubular Acidosis,Solvents,M,45,45,100,Boyce Filler
Dale Mccorkle,8364423565405,FI,CREB3L1,X-Linked Juvenile Retinoschisis;Familial Hemiplegic Migraine Type 2,Beryllium,M,45,45,100,Roberta Quezada
Orville Stainback,8358021658147,YE,CPLX1,Lung Cancer,Beryllium,F,45,45,100,Elisha ModlinKathleen Lavoie
Roosevelt Bilski,0104371257515,NL,BMX,Atrial Septal Defect 5;Left Ventricular Noncompaction 4;Disseminated Peritoneal Leiomyomatosis3,,F,45,45,100,Margret Bostic
Bart Trott,4562816255341,FI,GCCD3,Nasopharynx Carcinoma,,F,45,45,100,Devora Lewey
Lexie Gillins,4460688283780,YT,KWE,Reversible Cerebral Vasoconstriction Syndrome;Cannabis Abuse;Memory Impairment,,M,45,45,100,Asley RaffaeleRosamaria Leyden
Lashawnda Reaux,3283641170072,MZ,GGT3P,Hepatitis C Virus;Alcohol Dependence Show all 4,13-Butadiene,F,45,45,100,Kenyatta Marksberry
Julianna Ewert,7068745240384,US,GCCD2,Bazex-Dupre-Christol Syndrome,Chromium,M,45,45,100,Josefine Villeneuve
Jon Hardaway,0605461520241,VE,LEPR,Ehlers-Danlos Syndrome;Progeroid Type;1 Reunion Islands Larsen Syndrome,,F,45,45,100,Bradford Hugley
Kenyatta Marksberry,3212367667587,US,HESX1,Autism Susceptibility 8,Toluene,F,45,45,45,Elayne Wenner
Felicia Macken,1161045851213,NP,APOBEC3C,Spastic Paraplegia 3;Spastic Paraplegia 3A;Autosomal Dominant,Solvents,F,45,45,100,Wyatt Lavery
Todd Stannard,7125748526422,AF,AIS3,Brody Myopathy;Pseudomyotonia;Myotonic Dystrophy Type 1,,M,45,45,100,Ute Julio
Detra Melanson,7580146427605,US,AAA3,Squamous Cell Papilloma;Microtia Meier-Gorlin Syndrome,,F,45,45,100,Nicky Crisler
Mariette Zeolla,2754540855214,US,CMD1B,Defective Apolipoprotein B-100,Hydrogen sulfide,M,45,45,45,Inga Harte
Bess Musil,4050350730646,SM,LCA5,Fanconis Anemia Fanconi Anemia;Complementation Group M,Chromium,F,45,45,100,Beatrice Brice
Rodger Luongo,1804720432035,HT,EGR3,Alzheimer Disease 12 Alzheimers Disease,,F,45,45,45,Gwen Chiou
Isabelle Wassink,6183885054070,DE,DYM,Citrullinemia Type I;Acute Neonatal Citrullinemia Type I,,F,45,45,100,Cecilia Muraoka
Arminda Travers,2076711088744,US,CHN1,Systemic Lupus Erythematosus,13-Butadiene,M,45,45,100,Chere Serfass
Echo Roeder,7713887882736,CY,FAM72D,Congenital Disorder Of Glycosylation;Type Il;Bipolar Disorder;Congenital Disorder Of Glycosylation Type 1L Show all 4,Metals toxic,F,45,45,45,Thaddeus Macek
Vada GlickErma Rybak,4086617257173,GH,GSTA3,Acute Myeloid Leukemia;Breast Cancer;Colon Cancer Show all 4,Lead,F,45,45,100,Von Scharf
Salvatore Pulsifer,3161820074344,KR,GRM5,Aneurysm;Intracranial Berry;8 Aneurysm,Beryllium,F,45,45,100,Ulrike Donaghy
Ami Lampkin,1813456126425,SR,DFNB65,Papillary Thyroid Carcinoma,Chromium,F,45,45,100,Nakia Amaro
Iva Hovis,0707278881424,NZ,FBN3,Alopecia Areata 1 Alopecia,,M,45,45,100,Giuseppina Krell
Renea Moreira,8356610827637,FJ,FGF8,Lung Cancer,,F,45,45,100,Olin Drye
Tiffany Wanamaker,6777722451572,FI,AASTH43,Acute Myeloid Leukemia;Leukemia Shwachman-Diamond Syndrome,Hydrogen sulfide,M,45,45,100,Arminda Manley
Selene Mcgavock,6511816836141,US,FABP1,Bipolar I Disorder Mood Disorder,Diesel exhaust,M,45,45,100,Maisie Matinez
Lynn Caminiti,3305058020667,US,HLA-DPB2,MHC,Asphalt fumes,F,45,45,100,Valerie Boykins
Devorah Fregoso,4501276325360,FI,KRT9,Cerebellar Ataxia;Mental Retardation;And Dysequilibrium Syndrome 4;Dysequilibrium Syndrome Cerebellar Hypoplasia And Mental Retardation With Or Without Quadrupedal Locomotion 1,,M,45,45,45,Mariam Reneau
Grisel Failla,8600683448337,AG,CNGB3,Ichthyosis;Congenital;Autosomal Recessive 7,Diesel exhaust,F,45,45,100,Joyce Harder
Lilla Schreffler,6668013312402,SK,CTNND1,Oligodontia-Colorectal Cancer Syndrome;Axin2-Related Attenuated Familial Adenomatous Polyposis;Somatic,Chromium,M,45,45,100,Chere Serfass
Thaddeus Macek,1858116520526,TK,APRT,Anisomastia,Chromium,F,45,45,100,Bennie Bolles
Cara Shelton,3132605011870,FI,CCL26,Medium-Chain Acyl-Coenzyme A Dehydrogenase Deficiency;Fasting Hypoglycemia;Fatty Acid Oxidation Disorders,Methylene chloride,M,45,45,100,Lauretta Depriest
Tammera Schwarz,4342743520217,TK,EPGN,Webb-Dattani Syndrome Hypoxia,,F,45,45,100,Chandra Belgrave
Marcelina Crume,5345701332630,FI,COPD18,Reversible Cerebral Vasoconstriction Syndrome;Cannabis Abuse;Memory Impairment,,F,45,45,45,Genie Kolman
Bernadine Leis,5543171031047,US,DAZL,Ovarian Dysgenesis 2;Premature Ovarian Failure 4;Polycystic Ovary Syndrome,,M,45,45,100,Alina Finneran
Georgann Picard,1256785530882,FI,GLTSCR2,Malaria,,F,45,45,100,Sharleen Caswell
Hermelinda Faw,3810547540020,FI,ASMD,Aortic Aneurysm;Familial Thoracic 2;Aneurysm Aortic Aneurysm,,F,45,45,100,Prudence Mccorvey
Lonna Shehane,6345733143038,ZM,FSHB,Moyamoya Disease - Short Stature - Facial Dysmorphism - Hypergonadotropic Hypogonadism T-Cell Prolymphocytic Leukemia,,F,45,45,45,Barry Almquist
Inell Dillman,6042643161076,WF,DNAJC12,Thyrotoxic Periodic Paralysis Megalencephalic Leukoencephalopathy With Subcortical Cysts,,M,45,45,100,Stefania Sigler
Angelyn Romito,4055062661475,CD,GALT,Retinitis Pigmentosa 17;Herpangina;Ca4-Related Retinitis Pigmentosa,,F,45,45,100,Sol Loper
Freda Roberts,2036582211171,US,ALL1,C1Q Deficiency;Glomerulonephritis;Complement Component 4;Partial Deficiency Of,Beryllium,M,45,45,100,Cecil Chiles
Clora Faulk,6528770777217,FI,CNGB1,Infertility Male Infertility,Arsenic,F,45,45,100,Lyman Slavin
Shameka Goudy,5500300645436,LI,ERCC1,Insulin Resistance,,F,45,45,100,Shalanda Stutz
Aisha Champine,2462751620677,MC,FMR1-AS1,Hepatitis B Hepatitis,,M,45,45,100,Lynell Degen
Lauretta Depriest,4181117223330,IE,DHX34,Breast Cancer Thyroid Cancer,Beryllium,M,45,45,100,Vikki Lamere
Cora Pond,7134178322450,US,BCDIN3D-AS1,Hereditary Spherocytosis;8P11.2 Deletion Syndrome;Ank1-Related Spherocytosis Show all 4,Hydrogen sulfide,F,45,45,100,Novella Roby
Moshe Rames,2014067418101,GL,KRT19,Loiasis Urinary Schistosomiasis,Metals toxic,M,45,45,45,Deangelo Vestal
Layne Swearngin,0264510155644,MW,APLF,Retinal Vasculitis Rheumatic Disease,Toluene,M,45,45,100,Josefine Villeneuve
Winter Weisser,1258005815636,RU,AMELY,Mesangioproliferative Glomerulopathy;Microvascular Complications Of Diabetes 3;Neurosarcoidosis1,Chromium,F,45,45,100,Luisa Bade
Honey Mcarthur,5253381227618,PH,ACVR1C,X-Linked Juvenile Retinoschisis;Familial Hemiplegic Migraine Type 2,,M,45,45,100,Wynona Doby
Mirna Cervantez,6714072848241,FI,ATPAF1,Osteopathia Striata Cranial Sclerosis Wilms Tumor,,F,45,45,100,Deb Bisbee
Suzanna Amar,4427174134525,TF,AP1S1,Alzheimer Disease-14 Alzheimers Disease,,M,45,45,100,Elisha ModlinKathleen Lavoie
Salvatore Pulsifer,0342624808756,RU,GRHPR,Amelogenesis Imperfecta;Type Ie;X-Linked 2,,F,45,45,100,Tiana WillertRashad Bull
Ricarda Parrino,8167775328230,US,KMT2B,Peters Plus Syndrome,,M,45,45,100,Ronna Tickle
Debroah Ellzey,8778417451787,MC,GSC,Sipple Syndrome,Hydrogen sulfide,M,45,45,100,Cassy Stermer
Salvatore Pulsifer,2025654838846,DK,HPS3,Colorectal Adenocarcinoma,Arsenic,M,45,45,45,Luisa Bade
Abigail Hazan,3055282734212,AT,CLA3,Placental Abruption;Hyperhomocysteinemia;Spina Bifida,Arsenic,M,45,45,100,Jodie Graves
Caroline Regan,7826378005868,US,COL18A1,Breast Cancer ,Hydrogen sulfide,F,45,45,100,Luna Oloughlin
Nancey Hieb,4053118835700,US,BUB3,Amyotrophic Lateral Sclerosis Type 3,,M,45,45,100,Chelsea Pietsch
Bertram Blumenfeld,2218402767162,MS,DNMT1,Premature Chromatid Separation Trait;Mosaic Variegated Aneuploidy Syndrome;Mosaic Variegated Aneuploidy Syndrome 1,,M,45,45,100,Jacquelynn Rosendahl
Jacquelynn Rosendahl,8802875718720,US,GHR,Prostate Cancer;Pancreatic Cancer;Ovarian Cystadenoma,Hydrogen sulfide,F,45,45,100,Olin Drye
Cruz Isenhour,3031637684867,US,C6orf211,Joubert Syndrome 8;Arl13B-Related Joubert Syndrome;Asphyxiating Thoracic Dystrophy,,F,45,45,100,Jacquelynn Rosendahl
