Name, Identification Number,Country Code,Mutation,Locus,Disorder,Professional Exposure,Professional Exposure Time, Gender,Age,Age At Diagnosis,Age Of Death,Physician
Cherri Simons,4020311015066,NC,IREB2,Adenoma,16q23.2,Metals toxic,45,M,45,45,100,Shelba Neely
Elayne Wenner,4528306256548,YE,ANGPT1,Mutism,1p13.3,Solvents,45,M,45,45,100,Margret Bostic
Margherita Ramsden,5485414507882,KP,CST2,Adiponectin Deficiency,11p15.4,Solvents,45,F,45,45,100,Faustino Coury
Marta Mccammon,3442015141548,JE,CALM1,Atopic 6,3p26,,45,F,45,45,100,Asa Rhymes
Winter Weisser,1168501087034,JP,FCER2,Bmp1-Related Osteogenesis Imperfecta,14q13.1,,45,F,45,45,100,Carletta Houde
Layne Swearngin,3147763482174,CY,BLNK,Mucopolysaccharidoses,17p13.1,Methylene chloride,45,M,45,45,100,Virgina Line
Cordie Frederic,3852127867158,OM,CA8,Spinocerebellar Ataxia Type 8,8q22,Asphalt fumes,45,F,45,45,100,Arminda Manley
Yung Fitts,8580833005132,LC,HMGCS2,Huntingtons Disease,6q14-q16,13-Butadiene,45,F,45,45,100,Joan Everitt
Guillermo Seymore,5456016545238,SL,CYBA,Oculocutaneous Albinism Type 4 Melanoma,1q21.2,Solvents,45,F,45,45,100,Sol Loper
Jim Fabre,5548048412128,CF,HNRNPC,Crohns Disease,3q25.32,,45,F,45,45,100,Dominica Eldred
Ute Julio,2755466027001,TD,CAV1,Congenital Anosmia,9p13.3,Lead,45,F,45,45,100,Deb Klar
Shenika Caldwell,0077824228488,LV,KIF16B,Farber Lipogranulomatosis Lipogranulomatosis,3p24.2-p23,,45,M,45,45,45,Cordie Zirkind
Luana Villano,5810718872434,PG,ARSA,Infantile-Onset Ascending Hereditary Spastic Paralysis,22q11.21,Lead,45,M,45,45,100,Liliana Mckean
Eusebia Romans,3400221534827,AN,IGSF6,Complement Deficiency Show all 4,20p12.3,Methylene chloride,45,M,45,45,100,Kitty Tempel
Lyman Slavin,1468225104754,BN,AMER1,Temtamy Syndrome,19q13.2,,45,F,45,45,100,Echo Roeder
Shameka Goudy,6142180522846,NE,ENSG00000236884,Breast Cancer Susceptibility Chronic Myeloid Leukemia,1p36.12,Toluene,45,F,45,45,100,Cora Pond
Rodger Luongo,1658588683223,WF,DFNB45,Gastric Dilatation,2p11.2,,45,F,45,45,100,Shavon Muma
Lashunda Porta,4725708318713,RU,DLG2,Hypertension,15q24.3,Lead,45,M,45,45,100,Richie Regina
Reinaldo Ye,1130222654880,KR,CAPN5,Hailey-Hailey Disease,9q21.11,,45,M,45,45,100,Adriana Nease
Jack Hungerford,0345713631376,VI,DAZ2,Intracranial Berry,6p22.2,,45,M,45,45,100,Chang Leclair
Courtney Capozzoli,7837388438554,CC,HBG1,Esophageal Cancer,16p13.3,,45,M,45,45,100,Alfonso Widmer
Shana Mayoral,6328552106520,TT,LETM1,Intrahepatic Cholangiocarcinoma,1p34.2,,45,F,45,45,45,Jeraldine Ipock
Lien Linder,3748031534520,PA,COL5A3,Aplastic Anemia Fanconis Anemia,8q24.23,,45,F,45,45,100,Barton Snipes
Collin Sansom,0275815852524,PH,CAMK1G,Whim Syndrome,1p34.2,,45,M,45,45,45,Yuri Soares
Janet Gaillard,2803886428752,MK,CCNL2,Regular Astigmatism,8q22.1,13-Butadiene,45,F,45,45,100,Tiffany Wanamaker
Aisha Champine,0636015760562,IS,CAMK1G,Neuroblastoma,11q13.2,,45,F,45,45,100,Jeraldine Ipock
Portia Frausto,0716724284716,LA,CUBN,Larynx Verrucous Carcinoma Cutaneous Anthrax,6q13,Lead,45,F,45,45,100,Krissy Dow
Richie Regina,8327240551438,NG,EYA1,Acute Lymphoblastic 3,2p22.1,,45,M,45,45,100,Al Hardaway
Carie Senecal,2646078156250,MO,KRTAP10-9,Atopic Dermatitis Hepatitis C Virus,13q21.33,Arsenic,45,F,45,45,100,Todd Stannard
Marcelene Dials,4457068420627,MS,CCL26,Type Vii,6q12-q16,Chromium,45,M,45,45,100,Layne Garica
Lezlie Anderton,3148101084345,SD,COX20,Hailey-Hailey Disease,12q13.13,,45,F,45,45,45,Portia Frausto
Dinorah Mickey,7725758637460,TH,CCDC11,Philadelphia-Negative Chronic Myeloid Leukemia,HSCHR6_MHC_COXp21.33,,45,M,45,45,45,Delmy Squillace
Suzanna Amar,4352885433235,NE,DCAF17,Malaria,19q13.32,,45,F,45,45,100,Delmer Rippe
Mitchel Lemley,3364460544686,WS,IHH,C1Q Deficiency,19q13.32,Toluene,45,M,45,45,100,Lynn Caminiti
Candi Rux,8437443752272,PN,ANGPT2,Breast Cancer Venezuelan Equine Encephalitis,8p23.1,,45,F,45,45,100,Eusebia Romans
Keitha Hagaman,4052426241314,IN,APOPT1,Bleeding Disorder,19q13.33,,45,M,45,45,100,Ellan Klopfenstein
Rosalie Sellers,3121505536225,FK,ENSG00000236560,Alzheimers Disease,10q21.1,,45,M,45,45,100,Felice Ohern
Al Hardaway,3534756237705,MG,CACNA1H,Bardet-Biedl Syndrome 9,11q21,,45,F,45,45,45,Marielle Pietrowski
Leena Stoneking,0726724758506,TZ,APLP1,Priapism,13q14.2,Lead,45,F,45,45,45,Adriana Nease
Isabelle Gramling,2753036246567,KE,EGOT,Trypanosomiasis,2q31.1,Lead,45,F,45,45,100,Tiana WillertRashad Bull
Deb Bisbee,2025484755540,VU,ATP5G3,12,9q31.2,Metals toxic,45,M,45,45,100,Winnie Elliston
Reed Ehlert,2857245521240,KY,ENSG00000230726,Neuroblastoma,10p14,,45,F,45,45,100,Gia Hodak
Una Castiglione,7716506755887,ZA,KIAA0319L,Partial Deficiency Of,1p34.1,,45,M,45,45,100,Genaro Stang
Genaro Stang,7650650808720,LK,INHA,Vertebral Artery Insufficiency,11q13.1,,45,M,45,45,100,Alina Finneran
Wilson Peaslee,8665538438252,MU,EPCAM,Type 3,HSCHR6_MHC_MCFp21.33,Chromium,45,M,45,45,45,Luisa Spainhour
Shonna Mixer,2041473546123,PT,DES,Stomach Cancer,7p15.2,,45,F,45,45,100,Richie Regina
Reggie Conry,2480842071454,SZ,CCDC22,Calciphylaxis,11q24.1,Arsenic,45,M,45,45,100,Nidia Schaub
Althea Larsen,8222040118218,SZ,DSG3,Lupus Nephritis Bacterial Meningitis,5q11.2,,45,M,45,45,100,Rona Redner
Adolph Kerwin,2612170714721,FK,GLI2,Breast Cancer Sporadic Breast Cancer,1p32.3,,45,M,45,45,45,Echo Roeder
Demetrice Linzey,2470366288613,ZW,DDX11,Twin-To-Twin Transfusion Syndrome,20q11.22,,45,F,45,45,100,Cheryl Lyvers
Francina Fresquez,0215565732320,BG,CAPN14,Atrioventricular Septal Defect,6p22.2,Hydrogen sulfide,45,M,45,45,100,Hermelinda Faw
Fidel Breitenbach,2574605122638,SM,C6orf100,Breast And Colorectal Cancer,15q21.2,Asphalt fumes,45,M,45,45,100,Lauryn Deputy
Inga Harte,5328185124426,TH,GLC3B,Follicular Lymphoma,Xq27.3-q28,Diesel exhaust,45,M,45,45,100,Cruz Isenhour
Delmy Squillace,0406428875175,US,CHRNB3,Aplasia Cutis Congenita Tauopathy,10q23-q24,,45,M,45,45,45,Luna Oloughlin
Chere Serfass,2541086067507,FO,APBA1,Alopecia,Xq26.3,Metals toxic,45,M,45,45,100,Dominga Schuldt
Tyron Hakes,2308680020700,KI,DUSP19,Retinitis Pigmentosa 66,11q14.1,,45,M,45,45,100,Cecil Chiles
Teresa Tinkham,6002281240066,CK,IFITM5,Burkitts Lymphoma,Xq27.1,,45,M,45,45,100,Rafael Alderson
Elfreda Ryan,8644606832052,UY,IL4I1,Tracheal Cancer,4q34.3,Lead,45,F,45,45,100,Roxane Digby
Nidia Schaub,3763012056634,GR,LAMTOR2,Dystonia 24,14q32.33,,45,M,45,45,100,Beatriz Ranger
Corinne Garzon,7647854086101,MS,CSMD3,X-Linked Recessive,2q36,,45,M,45,45,100,Dannielle Heffley
Jess Lundin,5818514088371,SM,GSN,Alcohol Dependence Show all 4,10q25.1,Hydrogen sulfide,45,M,45,45,100,Zoe Upshur
Keitha Hagaman,7217163520836,JE,CEMP1,Obesity Bmiq8,22q11.1,Solvents,45,F,45,45,100,Vikki Chaney
Winter Weisser,3804055202160,CG,DYX9,Essential Hypertension Hypertension,4q25,Lead,45,M,45,45,100,Annmarie Sublett
Yung Fitts,4053011016411,NG,AMPD3,Phelan-Mcdermid Syndrome,11p11.2,Toluene,45,F,45,45,100,Arminda Manley
Elin Lemieux,4415867388722,AO,CSMD3,Suppurative Otitis Media,,,45,M,45,45,100,Rena HeggMelina Seiter
Barbra Baumeister,7841315388422,GA,EHBP1,Syringomyelia,17q21.2,,45,M,45,45,100,Gilberte Neville
Imelda Mciver,8777372002258,CY,DCTN4,Teratocarcinoma,14q12,Arsenic,45,M,45,45,100,Lidia Pilon
Vicenta Brummett,8576234470273,DE,HIRA,Breast Cancer Venezuelan Equine Encephalitis,HSCHR6_MHC_QBLp21.32,,45,M,45,45,100,Clora Faulk
Noelle Goley,0515347781048,VU,GABBR2,Colonic Benign Neoplasm,17p13,,45,M,45,45,100,Rafael Alderson
Hermelinda Faw,6377575804384,MH,JUNB,Hepatocellular Carcinoma,7q11.23,Lead,45,F,45,45,100,Fidel Breitenbach
Katheryn Shatzer,7262427868203,MY,ACOT13,Cardiac Conduction Defect,3p26,Methylene chloride,45,M,45,45,100,Marybeth Patti
Damion Spang,4225264265878,VN,CMS1A1,Bulimia Nervosa,16p11.2,,45,F,45,45,45,Dusti Molinari
Julissa Copeland,4457627153432,AN,DEFT1P2,Alzheimers Disease,1q23.1,,45,F,45,45,100,Rena HeggMelina Seiter
Enid Lague,8615163510681,BJ,IDI1,Mucopolysaccharidoses,17p13.1,Metals toxic,45,F,45,45,100,Celestine Bird
Magen Luczak,2532610468641,CC,GM2A,Schizophrenia,18p11.32,13-Butadiene,45,M,45,45,100,Lupita Peachey
Roberto Mangum,4234552653876,MG,AIS3,Multiple Synostoses Syndrome,14q24.3,,45,F,45,45,100,Richie Regina
Racquel Dragoo,1028686068244,SO,IGHG3,Visceral Myopathy,6p22.2,,45,M,45,45,100,Elmo Quaranta
Inell Dillman,5515314574672,EC,GATM,Ataxia,1q32.1,Diesel exhaust,45,M,45,45,100,Erick Bax
Rolf Kind,2228212700508,NR,KRTAP11-1,High-Grade,21q22.3,Arsenic,45,F,45,45,100,Elin Lemieux
Otelia Vreeland,1870057836422,NI,BPIFA4P,Keratoconus,3q22-q24,,45,M,45,45,100,Noemi Gayles
Georgetta Chynoweth,8326702456066,DE,AMPH,Autoimmune Thyroid Disease 2,19p13.3,,45,F,45,45,100,Pamala Delmont
Gaylene Mcneese,3435143481562,BT,EOGT,Acute Lymphocytic 1,12q21.33,Solvents,45,M,45,45,45,Shira Zeledon
Mauro Aliff,1345462838775,AL,HHT3,C4A Deficiency,9p13.3,Lead,45,F,45,45,100,Shelba Neely
Annmarie Sublett,4777717281067,SK,AVSD1,Pregnancy Loss,20p13,Arsenic,45,F,45,45,100,Tula Hanzlik
Nyla Rolle,3828216165465,AM,FAM215A,Alcohol Dependence Hangover,7q11.23,,45,M,45,45,100,Lynn Caminiti
Marielle Pietrowski,3334557275382,YE,AVPR2,Asthma-Related Traits 4 Asthma,6p22.1,,45,F,45,45,100,Valerie Boykins
Nakia Amaro,4537471515012,KW,FCAR,Mucopolysaccharidosis Vi,21q22.11,Methylene chloride,45,M,45,45,100,Nidia Schaub
Verdell Bulman,6550734547364,BZ,AMY2A,Bipolar I Disorder Mood Disorder,3p21.31,,45,M,45,45,100,Janelle Muhammad
Shirleen Schrom,5130660411346,IL,GPD1,Phlebotomus Fever,9p13.3,,45,M,45,45,100,Aide Holmgren
Leena Harm,6740338876326,NI,DFNB65,Dyskinesia Of Esophagus,9p21.3,Metals toxic,45,M,45,45,100,Delorse Holquin
Reinaldo Ye,1360224642125,PM,FRA16A,Familial Osteochondritis Dissecans,13q12.2,Methylene chloride,45,M,45,45,100,Carl Gisi
Nicky Crisler,7775117475364,BA,ENSG00000237155,Fatty Acid Oxidation Disorders Temporal Lobe Epilepsy,17p13.2,,45,M,45,45,100,Georgetta Chynoweth
Shenika Caldwell,1242235422872,US,ANP32A,Thiolase Deficiency,19p13.12,,45,F,45,45,100,Tynisha Whittlesey
Bennie Bolles,6731778225588,TO,GNAI2,Chronic Tic Disorder Tic Disorder,1p36.13,,45,F,45,45,45,Magda Edmund
Sharen Baran,7621067146535,NR,AASTH42,Basal Cell Carcinoma 6 Basal Cell Carcinoma,5q11.2,,45,M,45,45,45,Jodee Miyamoto
Thaddeus Macek,3340808734473,FR,HLP,Osteoporosis,HSCHR6_MHC_DBBp21.33,Methylene chloride,45,M,45,45,100,Layne Swearngin
Bryant Kujawa,5484635866045,UZ,KIAA1033,Larynx Verrucous Carcinoma Cutaneous Anthrax,12q13.3,Arsenic,45,M,45,45,100,Tilda Gulledge
Aliza Pauli,1361343165503,CK,KIF5B,Sudden Infant Death Syndrome,17q21.33,Metals toxic,45,F,45,45,100,Honey Mcarthur
Vinita Moran,2188507471411,YT,ACRPV,Familial Hdl Deficiency,6p22.3,,45,F,45,45,100,Lilla Schreffler
Faustino Coury,1230280060400,SL,DYNC1I2,Distal,19p13.3,,45,F,45,45,100,Kendall Schutt
Rochell Sandor,5415121541823,BA,BTRC,Acute Lymphoblastic Leukemia Lymphoblastic Leukemia,9q34.11,,45,F,45,45,45,Rena HeggMelina Seiter
Blake Gladding,2310327688304,ME,KTCN5,Acth-Secreting Pituitary Adenoma,20p,Diesel exhaust,45,M,45,45,100,Barton Snipes
Chang Leclair,4788245660264,BO,HTC1,Breast Cancer,1p36.22,Metals toxic,45,M,45,45,100,Cara Shelton
Indira Cashin,2367877637711,IS,DSC2,Systemic Lupus Erythematosus,9p21.2,,45,M,45,45,100,Corrina Alexandre
Caroline Regan,3412162487581,PT,CCL3,Wiskott-Aldrich Syndrome,22q13.2,,45,M,45,45,100,Aliza Pauli
Jacquiline Brite,8537047402787,BW,A2M,Persistent Hyperplastic Primary Vitreous,1p22.1,,45,M,45,45,100,Adell Matheson
Gia Hodak,2481554863668,SJ,CAMK4,Regular Astigmatism,10q26.13,Formaldehyde,45,F,45,45,100,Zane Mellin
Lonna Shehane,4717140058014,HK,AUTS2,Cholera Platelet Storage Pool Deficiency,3q21.3,,45,F,45,45,100,Debroah Ellzey
Lelia Slade,0865333374407,MU,ENSG00000236625,Succinic Semialdehyde Dehydrogenase Deficiency,3p26.2,Hydrogen sulfide,45,M,45,45,100,Hai Sholes
Jenni Ruple,1541046181843,EH,ERC1,Type A,7p15.3,,45,M,45,45,45,Miss Parra
Sophie Huntzinger,0060748008253,SB,EGID-7795,Autism Susceptibility 12,19q13.42,,45,F,45,45,100,Lyda Hardegree
Herb Leland,7845621453173,TO,IL1R2,Arrhythmogenic Right Ventricular Dysplasia 3 Arrhythmogenic Right Ventricular Cardiomyopathy,1q21-q23,Formaldehyde,45,M,45,45,100,Lauretta Depriest
Aja Deane,3336430150222,WS,CDKN2A,Basal Cell Carcinoma 3 Basal Cell Carcinoma,16q24.3,Solvents,45,M,45,45,100,Josephine Bunner
Joan Everitt,0028741624826,PF,COX8C,Malignant Teratoma,19p13.3,13-Butadiene,45,F,45,45,45,Suzanna Amar
Cathleen Wilmoth,3407226838742,CI,GNS,Chronic Active Epstein-Barr Virus Infection,16q24.3,,45,M,45,45,45,Val Cusic
Debi Retherford,1572468782757,JP,EIG4,Acute Leukemia,17q21.31,,45,F,45,45,100,Carie Senecal
Vito Nitz,1658511434723,CU,DLEU2L,Wolff-Parkinson-White Syndrome,7p15.2,Metals toxic,45,M,45,45,100,Noreen Sluss
Lahoma Laverriere,7170388333082,SH,C4BPA,Hyperammonemia Due To Carbonic Anhydrase Va Deficiency,1q22,Arsenic,45,M,45,45,100,Lavada Lindstrom
Zelda Hadaway,4738167521527,KG,EMCN,Biotin Deficiency,11q23.3,,45,M,45,45,100,Cassi Camacho
Shari Amezquita,7038704534317,MY,KISS1,High-Grade,5q35.1,,45,M,45,45,100,Jon Hardaway
Echo Roeder,6257636881016,GW,KRT71,Teratocarcinoma,5q32,,45,M,45,45,100,Inez Huggins
Kendall Schutt,8114564153761,GH,HBS1L,Maple Syrup Urine Disease,11q24.2,Formaldehyde,45,M,45,45,100,Lonna Shehane
Lauretta Depriest,8121721823022,AW,ENDO1,Malaria,4p15.2,Chromium,45,F,45,45,100,Taina Saxton
Johanna Cournoyer,8511363173582,GF,DELYQ11,Atrioventricular Septal Defect 1 Atrioventricular Septal Defect,17q21.31,Methylene chloride,45,F,45,45,100,Shonna Mixer
Lupita Peachey,5173281046412,BA,C19orf48,Hiv-1,6p21.1,Lead,45,F,45,45,100,Paulene Vandervoort
Florencio Poudrier,2214610284621,AS,GRM2,Nuclear Type 3,11q13.3,,45,F,45,45,100,Kathey Bolton
Caroline Regan,3435053640554,MO,BRKS1,Breast Cancer Susceptibility,2q11.2,,45,F,45,45,100,Erick Bax
Fabiola Hust,7772215218460,GA,GPX4,Gonorrhea Genital Herpes,17p12,,45,F,45,45,45,Aide Holmgren
Kenda Mcgowan,8760200101518,UZ,IFNW1,Hypoalphalipoproteinemia,4q35,Solvents,45,M,45,45,100,Inell Dillman
Verdell Bulman,7262231330257,PY,CD93,Trigeminal Neuralgia,12q21.32,Metals toxic,45,M,45,45,100,Bernardo Beno
Emelina Kappler,8713428010017,ID,CHKA,Parkinsons Disease,22q11.23,,45,F,45,45,100,Hallie Englund
Elton Fisch,3610073313318,RU,EGID-100505381,Alopecia Areata 1 Alopecia,,,45,F,45,45,100,Lyda Hardegree
Devora Lewey,6747065276757,ST,KIR3DS1,Ftdals1,12p13.2,,45,M,45,45,100,Reggie Tibbetts
Lavonne Rosebrook,4767052182305,TT,FURIN,Dermatitis,4q21.1,,45,F,45,45,100,Reed Ehlert
Devorah Fregoso,6664066586032,GY,IL11RA,Osteoporosis,6q24.2,Hydrogen sulfide,45,M,45,45,100,Jill Hinesley
Imelda Mciver,6430187105220,BG,COL18A1,Adenoma,17q23.3,Hydrogen sulfide,45,M,45,45,100,Clora Faulk
Roxana Monier,5376246050822,FO,HOXA5,Pulmonary Function,18q21.33,Diesel exhaust,45,F,45,45,100,Krissy Dow
Jess Lundin,6614833225656,EG,DDC,Chronic Lymphocytic Leukemia,18q11.2,,45,M,45,45,45,Tanna Hargreaves
Marguerite Taliaferro,3817127716235,CL,IBD2,Atopic 1,10q25.3,,45,F,45,45,100,Daina Mcgreevy
Louetta Bonds,0228102848615,MT,ENSG00000225130,Autism Susceptibility 8,8q12.1,Beryllium,45,F,45,45,100,Luana Villano
Monroe Dewall,4442326031686,YE,AZGP1,Lipid Storage Disease Systemic Primary Carnitine Deficiency Disease,11p14.3,Toluene,45,M,45,45,100,Marcelene Dials
Reggie Tibbetts,5055316332318,MY,CARD14,Non-Hodgkin Lymphoma,1q32.1,Toluene,45,F,45,45,100,Katheryn Shatzer
Shelba Neely,3453272707411,BZ,DNAJC28,Asthma-Related Traits 8 Asthma,15q26.1,Diesel exhaust,45,M,45,45,100,Gracie Test
Inell Dillman,7644631854451,AE,ASPG1,Schizophrenia,14q32.33,,45,M,45,45,100,Magen Luczak
Leonila Verrier,3313310172481,KH,LACTB,Trigeminal Neuralgia,4q21.3,13-Butadiene,45,F,45,45,100,Lelia Slade
Claris Blackwelder,6807813245373,CV,CDC42SE1,Hordeolum,1q21.2,Metals toxic,45,M,45,45,100,Fabiola Hust
Tiffany Wanamaker,7264086302433,WF,CSTB,Infantile-Onset Ascending Hereditary Spastic Paralysis,2q22.2,,45,F,45,45,100,Denisha Snelgrove
Bobbi Wilmes,1026724648226,EE,KRT6A,Hordeolum,2p23.3,,45,M,45,45,100,Indira Cashin
Kathey Bolton,1287731552226,TT,HARS,Chondroblastic Osteosarcoma,19q13.41,Arsenic,45,F,45,45,100,Luna Oloughlin
Venice Lakey,1573724231451,PL,ARFGEF2,Primary Amebic Meningoencephalitis,,Asphalt fumes,45,M,45,45,100,Joan Everitt
Tanna Hargreaves,2467356254623,LT,CLK1,Ischemia Brain Ischemia,11q12.1,Solvents,45,F,45,45,100,Lavada Lindstrom
Tilda Gulledge,7105371264811,GQ,D2HGDH,Fetal Alcohol Syndrome,1q21.3,,45,F,45,45,100,Debi Retherford
Dannie Pantano,6154065837251,BN,ANO5,Autism Susceptibility 3,3p25.1,Diesel exhaust,45,M,45,45,100,Douglas Mcelyea
Marybeth Patti,5861622136840,LB,GNAI3,Adenoma,11q13.3,,45,F,45,45,100,Blake Gladding
Isabelle Wassink,1886177424285,YE,ALPQTL2,Atrial Septal Defect 1,4p16.3,,45,M,45,45,100,Felicia Macken
Lezlie Anderton,7134076858243,BJ,CCDC34,Foot And Mouth Disease,1p32.3,,45,F,45,45,100,Magen Luczak
Leonila Verrier,5247008686636,TM,CCL25,Fibrodysplasia Ossificans Progressiva Osteochondroma,14q23.3,,45,F,45,45,100,Kathaleen Soderquist
Cruz Isenhour,4214285307818,FJ,EMD,Cerebellar Ataxia,17p13.2,Diesel exhaust,45,F,45,45,45,Lavonne Rosebrook
Tanna Hargreaves,4306680043404,KR,DMTF1,Orthostatic Intolerance,15q25.1,,45,F,45,45,100,Deangelo Vestal
Sharen Baran,4534217527205,BJ,DUP18PDEL18Q,Ornithosis,17q21.31,,45,M,45,45,100,Miss Parra
Rolande Troncoso,8514861238012,RE,CBLB,Fatty Liver Disease,2q31.1,Asphalt fumes,45,M,45,45,45,Thresa Strey
Caroline Regan,5624366830344,CK,INTLQ2,Bjornstad Syndrome,19q13.32,Chromium,45,F,45,45,100,Clora Faulk
Carletta Houde,7762231781840,TW,ABCG2,C8Orf37-Related Retinitis Pigmentosa,Xq28,,45,M,45,45,100,Stefani Bachicha 
Dannielle Heffley,6336367834848,JM,CLUL1,Mutism,12p13.31,,45,F,45,45,100,Doreen Mcbean
Magen Luczak,7551034618514,WF,IL21,Breast Cancer,19q13.41,Toluene,45,F,45,45,100,Tammera Colwell
Alina Finneran,7131714344277,TC,CD63,Breast Cancer,HSCHR6_MHC_COXp21.33,Hydrogen sulfide,45,F,45,45,100,Wyatt Lavery
Antonetta Osier,0306506673153,TW,GLC1I,Androgenetic Alopecia,1q23.2,13-Butadiene,45,M,45,45,100,Carter Bergman
Otelia Vreeland,8105255620626,PW,HCRTR1,Acute Non Lymphoblastic Leukemia,2q14.3,,45,M,45,45,100,Wanda Martines
Lewis Agrawal,3156163477102,HM,IL22RA1,Radioulnar Synostosis,8q11.2-q13.2,13-Butadiene,45,M,45,45,100,Lettie Bobadilla
Cesar Tesar,2143167617423,SX,FHL3,Myelodysplastic Syndrome,14q32.2,,45,M,45,45,45,Janey Hilgefort
Louetta Bonds,2163286516535,GY,DLX1,Transitional Cell Carcinoma,5q21.1,Solvents,45,M,45,45,100,Abe Miranda
Mauro Aliff,4457724335716,GQ,KRT85,Exstrophy Of The Bladder,6q21,,45,F,45,45,100,Rosella Won
Dannielle Heffley,4621532156050,IE,CRK,Limb Ischemia Critical Limb Ischemia,7q11.23,Asphalt fumes,45,M,45,45,100,Jeffie Feltmann
Nyla Rolle,2387178213213,BG,DARS,Lennox-Gastaut Syndrome,17q12,,45,M,45,45,100,Estell Heidrick
Lauryn Deputy,2574002116446,BH,FLVCR2,Eccrine Porocarcinoma,18q21,,45,M,45,45,100,Leonila Verrier
Maryln Galyean,3872032436856,EG,ING2,Bmpr1A-Related Juvenile Polyposis,14q22.3,Formaldehyde,45,F,45,45,100,Sharleen Caswell
Newton Fiscus,3360880455125,LY,HCCS,Aortic Aneurysm,1q23.2,Arsenic,45,F,45,45,100,Marta Mccammon
Lucie Farnsworth,5506453411538,CC,HTATSF1P1,Mucosulfatidosis Show all 4,17p12,Methylene chloride,45,M,45,45,100,Inell Dillman
Dannielle Heffley,0388403106768,PT,GPR152,Lung Cancer Prostate Cancer,19p13.2,13-Butadiene,45,M,45,45,45,Irena Fabrizio
Reggie Tibbetts,1310320324352,PK,FGFRL1,Mandibuloacral Dysplasia,12q21.33,Chromium,45,M,45,45,100,Ruthe Dazey
Terrance Ormond,1632346806424,PM,DNAH17,Rheumatic Myocarditis Cholera,11q13.1,Beryllium,45,F,45,45,100,Chelsea Pietsch
Annmarie Sublett,5674773175326,NA,ECH1,Hyperferritinemia Cataract Syndrome,5q35.3,Chromium,45,M,45,45,45,Noelle Goley
Celestine Bird,3281461638566,GE,CALML4,Follicular Lymphoma,4q27,Arsenic,45,F,45,45,100,Aliza Pauli
Jeffie Feltmann,2707754516300,TR,FAM111A,Colorectal Cancer,3p14.3,,45,F,45,45,100,Tanna Hargreaves
Dominick Bird,2147411308367,PF,LCN9,Neutral Lipid Storage Disease,10q26.3,Toluene,45,F,45,45,45,Kathaleen Soderquist
Carter Bergman,4410265870885,BT,BRI3BP,Alzheimers Disease Alzheimer Disease 6,11q24.2,Metals toxic,45,F,45,45,100,Maisie Matinez
Tammera Schwarz,0550831365443,PF,CNR2,Dermatitis,6q21,,45,F,45,45,100,Louetta Bonds
Nyla Rolle,7337221251674,BS,AASTH10,Breast Cancer Orchitis,16p13.3,,45,F,45,45,100,Yuri Soares
Lezlie Bierce,1835744378013,WF,GHS,Diminished Response To Antileukotriene Treatment In,19q13.33,,45,F,45,45,100,Olympia Carmack
Corinne Garzon,0733184515007,SM,AGA2,Defective Apolipoprotein B-100,20q11-q13,,45,M,45,45,100,Dale Mccorkle
Newton Fiscus,5165310806254,KR,IGFBP7,Myotonic Dystrophy Type 1,15q24.1,,45,M,45,45,100,Racquel Dragoo
Guillermo Seymore,7481310306247,SM,CBLN3,Congenital Disorder Of Glycosylation Type 1C Protein-Losing Enteropathy,19q13.12,,45,M,45,45,100,Paulene Vandervoort
Sheilah Kinzer,7781136083447,CY,CLDN16,Balanitis Xerotica Obliterans,1p13.3,,45,F,45,45,45,Luisa Bade
Jacquiline Brite,5475021173740,AM,B3GAT3,Hyperargininemia,,,45,F,45,45,45,Noelle Goley
Lashunda Porta,1842851841750,MC,ATXN3,Whim Syndrome,3q22.2,Chromium,45,M,45,45,100,Delmer Rippe
Alfonso Widmer,3204287467626,LS,FKBP14,Autism Susceptibility 6,4q32.3,,45,M,45,45,100,Al Agnew
Melida Donaldson,8583163663325,AT,CNC2,Zellweger Syndrome,5q11.2,Arsenic,45,F,45,45,100,Thora Muncie
Yuko Tapia,7705376420012,SX,HRH3,Alzheimers Disease,20q11.21,,45,F,45,45,45,Margherita Ramsden
Jon Hardaway,5166463123720,LI,DNAH11,Cystic Fibrosis Wolfram Syndrome,6q23.2,Toluene,45,F,45,45,100,Garfield Tooker
Lilla Schreffler,0736180561241,VE,GSTM1,Aortic Aneurysm,6q24.1,Asphalt fumes,45,M,45,45,100,Shalanda Stutz
Tamika Liss,7322806757126,NO,DRD5,West Nile Encephalitis Show all 4,16pter-p13.3,,45,M,45,45,100,Roberto Mangum
Willena Petroski,1535806681107,RO,CINP,Nestor-Guillermo Progeria Syndrome,6p21.33,,45,M,45,45,100,Bennie Bolles
Lilla Schreffler,6012707153110,PE,DFNA54,Exhibitionism,16q24.3,Formaldehyde,45,F,45,45,100,Rolf Kind
Inga Harte,3046611513506,TM,COL9A3,Cll/sll,HSCHR6_MHC_MANNp22.1,,45,M,45,45,100,Miki Poindexter
Paulene Vandervoort,2340813174278,TW,IGF1R,Hepatitis B,13q34,,45,F,45,45,100,Tynisha Whittlesey
Jesenia Elsasser,8065443452365,PK,CHES1L1,Autism Susceptibility 8,4q22.3,,45,M,45,45,100,Zora Estes
Leena Stoneking,3573732785054,GY,FGS2,Cauda Equina Syndrome,5q23.2,Hydrogen sulfide,45,F,45,45,45,Marcelene Dials
